name;offset;size;description;bitfield
module.xq.xq_71.req_type;5172;8;;0
module.xq.xq_71.core_id;5180;2;;0
module.xq.xq_71.status;5182;1;;0
module.xq.xq_72;5184;64;;0
module.xq.xq_72.address;5184;52;;0
module.xq.xq_72.req_type;5236;8;;0
module.xq.xq_72.core_id;5244;2;;0
module.xq.xq_72.status;5246;1;;0
module.xq.xq_73;5248;64;;0
module.xq.xq_73.address;5248;52;;0
module.xq.xq_73.req_type;5300;8;;0
module.xq.xq_73.core_id;5308;2;;0
module.xq.xq_73.status;5310;1;;0
module.xq.xq_74;5312;64;;0
module.xq.xq_74.address;5312;52;;0
module.xq.xq_74.req_type;5364;8;;0
module.xq.xq_74.core_id;5372;2;;0
module.xq.xq_74.status;5374;1;;0
module.xq.xq_75;5376;64;;0
module.xq.xq_75.address;5376;52;;0
module.xq.xq_75.req_type;5428;8;;0
module.xq.xq_75.core_id;5436;2;;0
module.xq.xq_75.status;5438;1;;0
module.xq.xq_76;5440;64;;0
module.xq.xq_76.address;5440;52;;0
module.xq.xq_76.req_type;5492;8;;0
module.xq.xq_76.core_id;5500;2;;0
module.xq.xq_76.status;5502;1;;0
module.xq.xq_77;5504;64;;0
module.xq.xq_77.address;5504;52;;0
module.xq.xq_77.req_type;5556;8;;0
module.xq.xq_77.core_id;5564;2;;0
module.xq.xq_77.status;5566;1;;0
module.xq.xq_78;5568;64;;0
module.xq.xq_78.address;5568;52;;0
module.xq.xq_78.req_type;5620;8;;0
module.xq.xq_78.core_id;5628;2;;0
module.xq.xq_78.status;5630;1;;0
module.xq.xq_79;5632;64;;0
module.xq.xq_79.address;5632;52;;0
module.xq.xq_79.req_type;5684;8;;0
module.xq.xq_79.core_id;5692;2;;0
module.xq.xq_79.status;5694;1;;0
module.xq.xq_80;5696;64;;0
module.xq.xq_80.address;5696;52;;0
module.xq.xq_80.req_type;5748;8;;0
module.xq.xq_80.core_id;5756;2;;0
module.xq.xq_80.status;5758;1;;0
module.xq.xq_81;5760;64;;0
module.xq.xq_81.address;5760;52;;0
module.xq.xq_81.req_type;5812;8;;0
module.xq.xq_81.core_id;5820;2;;0
module.xq.xq_81.status;5822;1;;0
module.xq.xq_82;5824;64;;0
module.xq.xq_82.address;5824;52;;0
module.xq.xq_82.req_type;5876;8;;0
module.xq.xq_82.core_id;5884;2;;0
module.xq.xq_82.status;5886;1;;0
module.xq.xq_83;5888;64;;0
module.xq.xq_83.address;5888;52;;0
module.xq.xq_83.req_type;5940;8;;0
module.xq.xq_83.core_id;5948;2;;0
module.xq.xq_83.status;5950;1;;0
module.xq.xq_84;5952;64;;0
module.xq.xq_84.address;5952;52;;0
module.xq.xq_84.req_type;6004;8;;0
module.xq.xq_84.core_id;6012;2;;0
